source,scraped_at,url,sku,title,brand,price,currency,original_price,discount_pct,rating,review_count,in_stock,image_url,category,price_source,page,position,sponsored,badge,coupon,seller,availability,bullets,images,variations
amazon.com,2026-09-08T14:18:28.079043+00:00,https://www.amazon.com/dp/B0C3HCD34R,B0C3HCD34R,"Soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Black | Over-Ear, Bluetooth, 40H ANC Playtime, Hi-Res Audio, Big Bass, Transparency Mode, Customize via App, Travel, Home, Office",,,,,,4.5,73731,,https://m.media-amazon.com/images/I/51CnDMbXZzL._AC_UY218_.jpg,bluetooth headphones,,1,2,False,Overall Pick,,,,,,
amazon.com,2026-09-08T14:18:28.084798+00:00,https://www.amazon.com/dp/B0HDP66L5P,B0HDP66L5P,"Bluetooth Headphones, Hybrid Active Noise Cancelling Over Ear Headphones | 35H Playtime, HiFi Stereo Foldable wireless Headphones with Foam Ear Cups for Sports, Office, Travel",,17.2,EUR,172.05,90.0,4.9,23,,https://m.media-amazon.com/images/I/61mcpfVlKVL._AC_UY218_.jpg,bluetooth headphones,offscreen,1,3,False,,,,,,,
amazon.com,2026-09-08T14:18:28.113997+00:00,https://www.amazon.com/dp/B09BF64J55,B09BF64J55,"KVIDIO Bluetooth Headphones Wireless Over Ear Headsets 65H Playtime | Deep Bass, HiFi Stereo, Bluetooth 6.0, Microphone, Comfortable Fit, Foldable, Lightweight, Low Latency for Travel Home Office",,17.2,EUR,,,4.5,34452,,https://m.media-amazon.com/images/I/71Hx8b6HGbL._AC_UY218_.jpg,bluetooth headphones,offscreen,1,13,False,,,,,,,
amazon.com,2026-09-08T14:18:28.164007+00:00,https://www.amazon.com/dp/B0H8P15J9B,B0H8P15J9B,"New Bone Conduction Open-Ear Headphones, Bluetooth 6.0, IPX5 Waterproof, 8H Playtime, Lightweight & Comfortable Sports Earphones for Running, Gym, Cycling, Workout, Sweatproof Wireless Headsets",,51.61,EUR,86.02,40.0,4.8,1129,,https://m.media-amazon.com/images/I/619DLtTepGL._AC_UY218_.jpg,bluetooth headphones,offscreen,1,23,False,,Save 50%,,,,,
amazon.com,2026-09-08T14:18:28.168423+00:00,https://www.amazon.com/dp/B0F8V5SKL5,B0F8V5SKL5,"Headphones Wireless Over Ear , 70 Hours Playtime Bluetooth Headphones Built-in Microphone, Foldable Lightweight Headset with Bluetooth 5.4, HiFi Stereo Sound for PC Cellphone Travel Office (Black)",,8.59,EUR,,,4.5,255,,https://m.media-amazon.com/images/I/718-favRupL._AC_UY218_.jpg,bluetooth headphones,offscreen,1,24,False,,,,,,,
